id,post,reply,comment,time_comment,sentiment_results,sentiment,confidence,score,entity_post,entity_comment
33,First static fire test of Super Heavy booster,4650,Am I the only one who sees Einstein’s head on the right hand side,2021-07-20,"{'sentiment': '3 stars', 'confidence': 0.25597715377807617, 'score': 3}",3 stars,0.25597715377807617,3,"Super Heavy,ORG|First,ORDINAL","Einstein,PERSON"
33,First static fire test of Super Heavy booster,4650,I wanna to go to Mars 😩,2021-07-20,"{'sentiment': '5 stars', 'confidence': 0.3209901750087738, 'score': 5}",5 stars,0.3209901750087738,5,"Super Heavy,ORG|First,ORDINAL","Mars,LOC"
33,First static fire test of Super Heavy booster,4650,🚀🚀🚀,2021-07-20,"{'sentiment': '5 stars', 'confidence': 0.30857792496681213, 'score': 5}",5 stars,0.30857792496681213,5,"Super Heavy,ORG|First,ORDINAL","🚀🚀,PRODUCT"
33,First static fire test of Super Heavy booster,4650,Super Heavy booster,2021-07-20,"{'sentiment': '5 stars', 'confidence': 0.7534334063529968, 'score': 5}",5 stars,0.7534334063529968,5,"Super Heavy,ORG|First,ORDINAL","Super Heavy,ORG"
33,First static fire test of Super Heavy booster,4650,,2021-07-20,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Super Heavy,ORG|First,ORDINAL",
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Congrats Great work team,2021-07-10,"{'sentiment': '5 stars', 'confidence': 0.6181759238243103, 'score': 5}",5 stars,0.6181759238243103,5,"SpaceX,ORG|22nd,ORDINAL",
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Is there any video We love watching re entry and splashdown Doesn’t need to have astronauts aboard to televise Love SpaceX and want to be a part of all that happens,2021-07-10,"{'sentiment': '5 stars', 'confidence': 0.4896985590457916, 'score': 5}",5 stars,0.4896985590457916,5,"SpaceX,ORG|22nd,ORDINAL","televise Love SpaceX,PRODUCT"
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Imma work for you one day Mark my words,2021-07-10,"{'sentiment': '5 stars', 'confidence': 0.5528573393821716, 'score': 5}",5 stars,0.5528573393821716,5,"SpaceX,ORG|22nd,ORDINAL",
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station pics or it didnt happen,2021-07-10,"{'sentiment': '1 star', 'confidence': 0.36742451786994934, 'score': 1}",1 star,0.36742451786994934,1,"SpaceX,ORG|22nd,ORDINAL",
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station It would be nice if you could broadcast this type of event,2021-07-10,"{'sentiment': '3 stars', 'confidence': 0.38363656401634216, 'score': 3}",3 stars,0.38363656401634216,3,"SpaceX,ORG|22nd,ORDINAL",
37,Splashdown of Dragon confirmed completing SpaceX’s 22nd cargo resupply mission to the station,345,Station Yeah but are they alive 🤣,2021-07-10,"{'sentiment': '3 stars', 'confidence': 0.3194310963153839, 'score': 3}",3 stars,0.3194310963153839,3,"SpaceX,ORG|22nd,ORDINAL",
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Can you do a backflip before splashing down,2021-07-10,"{'sentiment': '1 star', 'confidence': 0.3187620937824249, 'score': 1}",1 star,0.3187620937824249,1,,
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,No video of splash down,2021-07-10,"{'sentiment': '1 star', 'confidence': 0.490639865398407, 'score': 1}",1 star,0.490639865398407,1,,
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Livestream,2021-07-10,"{'sentiment': '5 stars', 'confidence': 0.30640682578086853, 'score': 5}",5 stars,0.30640682578086853,5,,"Livestream,ORG"
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Why didn t you stream it,2021-07-10,"{'sentiment': '1 star', 'confidence': 0.44466084241867065, 'score': 1}",1 star,0.44466084241867065,1,,
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Wish I could see the entire re entry in the capsule live,2021-07-10,"{'sentiment': '4 stars', 'confidence': 0.23712974786758423, 'score': 4}",4 stars,0.23712974786758423,4,,
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,,2021-07-10,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,,
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,Got any of them live feeds,2021-07-10,"{'sentiment': '1 star', 'confidence': 0.5052842497825623, 'score': 1}",1 star,0.5052842497825623,1,,
38,Dragon’s trunk has separated de orbit burn is complete and nosecone is closed Splashdown in 30 minutes,383,The most remarkable men throughout history are those men who sought knowledge and God’s wisdom above all else,2021-07-10,"{'sentiment': '5 stars', 'confidence': 0.9251161217689514, 'score': 5}",5 stars,0.9251161217689514,5,,
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Current plan is to increase base Raptor thrust to 230 tons or 500 million lbs amp increase booster engine count to 32 or 33 All Raptors on booster whether fixed or gimbaling would be the same 33 230 gets 7600 tons of thrust amp T W of 1 5 ” F# love it,2021-07-08,"{'sentiment': '5 stars', 'confidence': 0.5510823726654053, 'score': 5}",5 stars,0.5510823726654053,5,,
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station How many trees could have been planted with the money spent here How many instalations for clean energy How many poor people would live better,2021-07-09,"{'sentiment': '2 stars', 'confidence': 0.22176741063594818, 'score': 2}",2 stars,0.22176741063594818,2,,
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Is there a live video feed,2021-07-08,"{'sentiment': '4 stars', 'confidence': 0.26924219727516174, 'score': 4}",4 stars,0.26924219727516174,4,,
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Flying Dragon in Space…,2021-07-08,"{'sentiment': '5 stars', 'confidence': 0.34851181507110596, 'score': 5}",5 stars,0.34851181507110596,5,,
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station Where can we watch live,2021-07-08,"{'sentiment': '5 stars', 'confidence': 0.5354440212249756, 'score': 5}",5 stars,0.5354440212249756,5,,
40,Separation confirmed Dragon is now performing departure burns to move away from the station,188,Station They left the hatch open,2021-07-08,"{'sentiment': '1 star', 'confidence': 0.4687134623527527, 'score': 1}",1 star,0.4687134623527527,1,,
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station I’m still amazed we are capable of doing this,2021-07-08,"{'sentiment': '5 stars', 'confidence': 0.5224331021308899, 'score': 5}",5 stars,0.5224331021308899,5,,
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station Go Dragon 🙌,2021-07-08,"{'sentiment': '5 stars', 'confidence': 0.3833688199520111, 'score': 5}",5 stars,0.3833688199520111,5,,
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station Unfortunate to lose video of the Dragon capsule during undocking Is this so that we don t witness a possible catastrophic failure accident during the evolution We ve witness pretty much every other dock undock evolution,2021-07-08,"{'sentiment': '1 star', 'confidence': 0.5083762407302856, 'score': 1}",1 star,0.5083762407302856,1,,
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station,2021-07-08,"{'sentiment': '4 stars', 'confidence': 0.2769604027271271, 'score': 4}",4 stars,0.2769604027271271,4,,
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station noice,2021-07-08,"{'sentiment': '2 stars', 'confidence': 0.3124919533729553, 'score': 2}",2 stars,0.3124919533729553,2,,
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station safe landings,2021-07-08,"{'sentiment': '5 stars', 'confidence': 0.40994346141815186, 'score': 5}",5 stars,0.40994346141815186,5,,
41,Teams are currently GO for departure from the station at 10 45 a m EDT today →,145,Station Crewed,2021-07-08,"{'sentiment': '3 stars', 'confidence': 0.26545897126197815, 'score': 3}",3 stars,0.26545897126197815,3,,
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Sooo Fake I cant believe most don t think twice Well most people believe the craziest shit all cause they thought they saw something on the Tell A Vision,2021-07-07,"{'sentiment': '1 star', 'confidence': 0.8020654916763306, 'score': 1}",1 star,0.8020654916763306,1,"Falcon 9,FAC","Sooo Fake,PERSON|the Tell A Vision,ORG"
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Congratulations Amazing indeed,2021-07-01,"{'sentiment': '5 stars', 'confidence': 0.810788094997406, 'score': 5}",5 stars,0.810788094997406,5,"Falcon 9,FAC",
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Beautiful With the sound as well,2021-07-01,"{'sentiment': '5 stars', 'confidence': 0.6196432113647461, 'score': 5}",5 stars,0.6196432113647461,5,"Falcon 9,FAC",
48,Tracking footage of Falcon 9 landing on LZ 1,3706,whoa I don t think I appreciated until now how violent that landing burn start is And the visible deceleration that comes with it 🤯,2021-07-01,"{'sentiment': '3 stars', 'confidence': 0.31012263894081116, 'score': 3}",3 stars,0.31012263894081116,3,"Falcon 9,FAC",
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Why do these always look fake Is it the camera,2021-07-01,"{'sentiment': '1 star', 'confidence': 0.655650794506073, 'score': 1}",1 star,0.655650794506073,1,"Falcon 9,FAC",
48,Tracking footage of Falcon 9 landing on LZ 1,3706,Best landing video so far🤩,2021-07-01,"{'sentiment': '5 stars', 'confidence': 0.8648639917373657, 'score': 5}",5 stars,0.8648639917373657,5,"Falcon 9,FAC","🤩,PRODUCT"
49,Deployment of 3 Starlink satellites confirmed,212,Hi spacex social media person hope you are doing great D,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.473611444234848, 'score': 5}",5 stars,0.473611444234848,5,"Starlink,ORG","spacex,PERSON"
49,Deployment of 3 Starlink satellites confirmed,212,Can’t wait to start using Starlink I’m gonna take it with me on a trip across the country from Ohio to out west and back later on in the summer for the orbital launch of Starship 🚀 Also super hyped to watch falcon heavy launch again they’re both gonna leave me awestruck 🤯,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.4421168863773346, 'score': 5}",5 stars,0.4421168863773346,5,"Starlink,ORG","Ohio,GPE|Starlink,ORG|Starship 🚀 Also,ORG"
49,Deployment of 3 Starlink satellites confirmed,212,“ space junk “,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.8950828313827515, 'score': 1}",1 star,0.8950828313827515,1,"Starlink,ORG",
49,Deployment of 3 Starlink satellites confirmed,212,J’adore tellement votre des vidéos de notre terre depuis l’espace et voir les satellites tout ce qui ce passe et les projets effectués Par nos astronautes spacex astro 😍😍🙏🏼merci🙏🏼,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.8273961544036865, 'score': 5}",5 stars,0.8273961544036865,5,"Starlink,ORG","J’adore tellement,PERSON|Par,ORG|spacex,ORG"
49,Deployment of 3 Starlink satellites confirmed,212,Could have called it Skynet 😁,2021-06-30,"{'sentiment': '3 stars', 'confidence': 0.31518903374671936, 'score': 3}",3 stars,0.31518903374671936,3,"Starlink,ORG",
49,Deployment of 3 Starlink satellites confirmed,212,Cool even more stripes in the sky for messed up photos,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.46613404154777527, 'score': 5}",5 stars,0.46613404154777527,5,"Starlink,ORG",
50,Rideshare deployment sequence complete,83,Waste of money spend it on the military imo,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.7418081760406494, 'score': 1}",1 star,0.7418081760406494,1,"Rideshare,ORG",
50,Rideshare deployment sequence complete,83,Has this one outside your headquarters ever been in space Such a cool company and concept doing humanity a solid there,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.8063229322433472, 'score': 5}",5 stars,0.8063229322433472,5,"Rideshare,ORG",
50,Rideshare deployment sequence complete,83,You may get a survey asking about your experience with SpaceX Please consider giving all 10 10 s,2021-06-30,"{'sentiment': '3 stars', 'confidence': 0.24195732176303864, 'score': 3}",3 stars,0.24195732176303864,3,"Rideshare,ORG","SpaceX,ORG"
50,Rideshare deployment sequence complete,83,Ok,2021-06-30,"{'sentiment': '3 stars', 'confidence': 0.4951145052909851, 'score': 3}",3 stars,0.4951145052909851,3,"Rideshare,ORG",
50,Rideshare deployment sequence complete,83,Nice,2021-06-30,"{'sentiment': '4 stars', 'confidence': 0.43684086203575134, 'score': 4}",4 stars,0.43684086203575134,4,"Rideshare,ORG",
50,Rideshare deployment sequence complete,83,Nice,2021-06-30,"{'sentiment': '4 stars', 'confidence': 0.43684086203575134, 'score': 4}",4 stars,0.43684086203575134,4,"Rideshare,ORG",
50,Rideshare deployment sequence complete,83,,2021-06-30,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Rideshare,ORG",
51,Rideshare deployment sequence has begun,83,when are yall gonna ipo tho,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.27948418259620667, 'score': 1}",1 star,0.27948418259620667,1,"Rideshare,ORG",
51,Rideshare deployment sequence has begun,83,NASA is clear in my books,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.47321397066116333, 'score': 5}",5 stars,0.47321397066116333,5,"Rideshare,ORG","NASA,ORG"
51,Rideshare deployment sequence has begun,83,What is the white thing in the screen in the background,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.2587120831012726, 'score': 1}",1 star,0.2587120831012726,1,"Rideshare,ORG",
51,Rideshare deployment sequence has begun,83,what this,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.5085212588310242, 'score': 5}",5 stars,0.5085212588310242,5,"Rideshare,ORG",
51,Rideshare deployment sequence has begun,83,,2021-06-30,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Rideshare,ORG",
51,Rideshare deployment sequence has begun,83,MARS,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.3336065411567688, 'score': 5}",5 stars,0.3336065411567688,5,"Rideshare,ORG","MARS,LOC"
52,Liftoff,1561,and now landing,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.34640228748321533, 'score': 5}",5 stars,0.34640228748321533,5,,
52,Liftoff,1561,Looks a lot like UltimoGG the 8th july Partnered with Jon Marianek Jake Paul s manager SporteMon Go marketers onboard everybody doxxed and company been alive and running for several years See you on Mars Elon,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.39935168623924255, 'score': 5}",5 stars,0.39935168623924255,5,,"Mars Elon,PRODUCT|Jon Marianek,PERSON|Jake Paul s,PERSON"
52,Liftoff,1561,Earth is flat,2021-06-30,"{'sentiment': '2 stars', 'confidence': 0.3803173005580902, 'score': 2}",2 stars,0.3803173005580902,2,,"Earth,LOC"
52,Liftoff,1561,How much energy is that using or does he only care about magical internet money 🤡,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.2271885722875595, 'score': 5}",5 stars,0.2271885722875595,5,,
52,Liftoff,1561,Thank you I just made a quick 200 000 Retweet this and follow me🚀🚀 I made now more than 600k on DOGE dogecoin between last week and today 🔥I’ll be giving 6k in doge to 10 people who follow me and retweet this tweet,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.47961804270744324, 'score': 1}",1 star,0.47961804270744324,1,,"DOGE,PRODUCT"
52,Liftoff,1561,88 satellites are off to orbit 🚀🚀🚀,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.4963133633136749, 'score': 1}",1 star,0.4963133633136749,1,,"🚀🚀,PRODUCT"
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,,2021-06-30,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Watch Falcon,ORG",
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,launch doge 9,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.4004006087779999, 'score': 5}",5 stars,0.4004006087779999,5,"Watch Falcon,ORG",
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,That American flag looks beautiful Would love to see a giant right next to it I will pay for it and set it up if you let us do it,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.33043012022972107, 'score': 5}",5 stars,0.33043012022972107,5,"Watch Falcon,ORG","American,NORP"
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,,2021-06-30,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Watch Falcon,ORG",
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,How will you deal with all the space junk that is currently destroying earths orbit and ruining space exploration forever,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.36808261275291443, 'score': 1}",1 star,0.36808261275291443,1,"Watch Falcon,ORG",
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,FLOKI A R M Y U N I T E ELON YOU GOT SOME MOVES MY BROTHER GAAAHD DAMN,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.41563013195991516, 'score': 1}",1 star,0.41563013195991516,1,"Watch Falcon,ORG",
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,Space X was not first in space amp was not first with reusable spacecraft Now the dominate space rockets Tesla is similar with EVs and FSD Tesla will dominate both EVs and FSD SpaceX and Tesla domination due to accelerating innovation will increase JMH amp naive O,2021-07-01,"{'sentiment': '2 stars', 'confidence': 0.33643388748168945, 'score': 2}",2 stars,0.33643388748168945,2,"Watch Falcon,ORG","first,ORDINAL|Tesla,ORG|JMH,ORG|FSD SpaceX,ORG|FSD Tesla,ORG"
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,Clear the air space this time lad,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.40096166729927063, 'score': 5}",5 stars,0.40096166729927063,5,"Watch Falcon,ORG",
53,Watch Falcon 9 launch 88 spacecraft to orbit →,1067,How much does it cost SpaceX to scrub a launch,2021-06-30,"{'sentiment': '5 stars', 'confidence': 0.23525455594062805, 'score': 5}",5 stars,0.23525455594062805,5,"Watch Falcon,ORG","SpaceX,ORG"
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,Good luck u guys doin a good job 👊🌍,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.4313739240169525, 'score': 5}",5 stars,0.4313739240169525,5,,
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,Jeff bezos hired a charter plane to fly above it,2021-06-29,"{'sentiment': '1 star', 'confidence': 0.2376386970281601, 'score': 1}",1 star,0.2376386970281601,1,,"Jeff bezos,PERSON"
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,What was the issue with the range,2021-06-29,"{'sentiment': '3 stars', 'confidence': 0.2636618912220001, 'score': 3}",3 stars,0.2636618912220001,3,,
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,Someone is in trouble and facing a stiff fine,2021-06-29,"{'sentiment': '2 stars', 'confidence': 0.3162975609302521, 'score': 2}",2 stars,0.3162975609302521,2,,
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,Pretty sure it was a navy helicopter from PAFB that violated range it came in low and fast around t 1 30,2021-06-29,"{'sentiment': '2 stars', 'confidence': 0.3697151243686676, 'score': 2}",2 stars,0.3697151243686676,2,,"PAFB,ORG"
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,Think I spotted the range violator from Jetty Park,2021-06-30,"{'sentiment': '1 star', 'confidence': 0.3449282646179199, 'score': 1}",1 star,0.3449282646179199,1,,"Jetty Park,FAC"
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,Dis guy,2021-06-29,"{'sentiment': '1 star', 'confidence': 0.4988245666027069, 'score': 1}",1 star,0.4988245666027069,1,,"Dis,ORG"
54,Hold called due to Range being no go teams are setting up for tomorrow s backup opportunity,263,who gets the bill for the scrub,2021-06-29,"{'sentiment': '4 stars', 'confidence': 0.26774799823760986, 'score': 4}",4 stars,0.26774799823760986,4,,
55,Live webcast of the Transporter 2 mission →,2008,Sonic boom incoming,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.5861924290657043, 'score': 5}",5 stars,0.5861924290657043,5,"Transporter,PERSON",
55,Live webcast of the Transporter 2 mission →,2008,Unfortunately launch is called off for today as an aircraft entered the “keep out zone” which is unreasonably gigantic There is simply no way that humanity can become a spacefaring civilization without major regulatory reform The current regulatory system is broken,2021-06-29,"{'sentiment': '1 star', 'confidence': 0.4909818768501282, 'score': 1}",1 star,0.4909818768501282,1,"Transporter,PERSON",
55,Live webcast of the Transporter 2 mission →,2008,FLOKI sitting right by your side watching it with you,2021-06-29,"{'sentiment': '4 stars', 'confidence': 0.22790056467056274, 'score': 4}",4 stars,0.22790056467056274,4,"Transporter,PERSON","FLOKI,PERSON"
55,Live webcast of the Transporter 2 mission →,2008,Give away for bir1hday at muslaunch com,2021-06-29,"{'sentiment': '1 star', 'confidence': 0.45896661281585693, 'score': 1}",1 star,0.45896661281585693,1,"Transporter,PERSON",
55,Live webcast of the Transporter 2 mission →,2008,Bir1hday gift at muslaunch com,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.35123884677886963, 'score': 5}",5 stars,0.35123884677886963,5,"Transporter,PERSON",
55,Live webcast of the Transporter 2 mission →,2008,Bir1hday gift at muslaunch com,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.35123884677886963, 'score': 5}",5 stars,0.35123884677886963,5,"Transporter,PERSON",
55,Live webcast of the Transporter 2 mission →,2008,doge,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.3433350920677185, 'score': 5}",5 stars,0.3433350920677185,5,"Transporter,PERSON",
55,Live webcast of the Transporter 2 mission →,2008,,2021-06-29,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Transporter,PERSON",
56,Falcon 9 and 88 spacecraft are vertical on pad 40 ahead of today’s launch The 58 minute window opens at 2 56 p m EDT and the webcast will go live about 15 minutes before liftoff →,1705,Download our app so you don t miss it 🚀,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.5192512273788452, 'score': 5}",5 stars,0.5192512273788452,5,"Falcon,ORG","don,PERSON"
56,Falcon 9 and 88 spacecraft are vertical on pad 40 ahead of today’s launch The 58 minute window opens at 2 56 p m EDT and the webcast will go live about 15 minutes before liftoff →,1705,🚀,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.30857792496681213, 'score': 5}",5 stars,0.30857792496681213,5,"Falcon,ORG",
56,Falcon 9 and 88 spacecraft are vertical on pad 40 ahead of today’s launch The 58 minute window opens at 2 56 p m EDT and the webcast will go live about 15 minutes before liftoff →,1705,DOJO is great！,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.7471209168434143, 'score': 5}",5 stars,0.7471209168434143,5,"Falcon,ORG","DOJO,ORG"
56,Falcon 9 and 88 spacecraft are vertical on pad 40 ahead of today’s launch The 58 minute window opens at 2 56 p m EDT and the webcast will go live about 15 minutes before liftoff →,1705,,2021-06-29,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Falcon,ORG",
56,Falcon 9 and 88 spacecraft are vertical on pad 40 ahead of today’s launch The 58 minute window opens at 2 56 p m EDT and the webcast will go live about 15 minutes before liftoff →,1705,,2021-06-29,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Falcon,ORG",
56,Falcon 9 and 88 spacecraft are vertical on pad 40 ahead of today’s launch The 58 minute window opens at 2 56 p m EDT and the webcast will go live about 15 minutes before liftoff →,1705,Sweet always looking forward to launch day,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.5755969285964966, 'score': 5}",5 stars,0.5755969285964966,5,"Falcon,ORG","Sweet,PERSON"
56,Falcon 9 and 88 spacecraft are vertical on pad 40 ahead of today’s launch The 58 minute window opens at 2 56 p m EDT and the webcast will go live about 15 minutes before liftoff →,1705,Ratio,2021-06-29,"{'sentiment': '5 stars', 'confidence': 0.34452328085899353, 'score': 5}",5 stars,0.34452328085899353,5,"Falcon,ORG",
57,Targeting Tuesday June 29 for launch of Transporter 2 This mission will launch 88 spacecraft to orbit and more customer mass than SpaceX’s previous dedicated rideshare mission,284,MOOOOON🚀🚀🚀,2021-06-25,"{'sentiment': '5 stars', 'confidence': 0.30857792496681213, 'score': 5}",5 stars,0.30857792496681213,5,"Transporter 2,PERSON|SpaceX,ORG","MOOOOON,ORG"
57,Targeting Tuesday June 29 for launch of Transporter 2 This mission will launch 88 spacecraft to orbit and more customer mass than SpaceX’s previous dedicated rideshare mission,284,Yeah,2021-06-25,"{'sentiment': '5 stars', 'confidence': 0.30359894037246704, 'score': 5}",5 stars,0.30359894037246704,5,"Transporter 2,PERSON|SpaceX,ORG",
57,Targeting Tuesday June 29 for launch of Transporter 2 This mission will launch 88 spacecraft to orbit and more customer mass than SpaceX’s previous dedicated rideshare mission,284,Okay so now waiting until AFTER birthday 🎂,2021-06-25,"{'sentiment': '3 stars', 'confidence': 0.8227301239967346, 'score': 3}",3 stars,0.8227301239967346,3,"Transporter 2,PERSON|SpaceX,ORG",
57,Targeting Tuesday June 29 for launch of Transporter 2 This mission will launch 88 spacecraft to orbit and more customer mass than SpaceX’s previous dedicated rideshare mission,284,,2021-06-25,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Transporter 2,PERSON|SpaceX,ORG",
57,Targeting Tuesday June 29 for launch of Transporter 2 This mission will launch 88 spacecraft to orbit and more customer mass than SpaceX’s previous dedicated rideshare mission,284,88,2021-06-25,"{'sentiment': '4 stars', 'confidence': 0.22841383516788483, 'score': 4}",4 stars,0.22841383516788483,4,"Transporter 2,PERSON|SpaceX,ORG",
58,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,270,Let’s go,2021-06-24,"{'sentiment': '5 stars', 'confidence': 0.3477809727191925, 'score': 5}",5 stars,0.3477809727191925,5,"Transporter,PERSON",
58,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,270,Be safe and I will keep looking to the Stars,2021-06-24,"{'sentiment': '4 stars', 'confidence': 0.6657883524894714, 'score': 4}",4 stars,0.6657883524894714,4,"Transporter,PERSON","Stars,WORK_OF_ART"
58,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,270,Shouldn t you be focused on updating the Doge coin blockchain,2021-06-24,"{'sentiment': '1 star', 'confidence': 0.3389838933944702, 'score': 1}",1 star,0.3389838933944702,1,"Transporter,PERSON","Doge,PRODUCT|Shouldn,NORP"
58,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,270,,2021-06-24,"{'sentiment': '2 stars', 'confidence': 0.26056772470474243, 'score': 2}",2 stars,0.26056772470474243,2,"Transporter,PERSON",
58,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,270,This is going to be my first SpaceX launch anyone have good tips for where to watch,2021-06-24,"{'sentiment': '5 stars', 'confidence': 0.6136065721511841, 'score': 5}",5 stars,0.6136065721511841,5,"Transporter,PERSON","SpaceX,ORG"
58,Team is taking additional time for pre launch check outs ahead of the Transporter 2 mission will announce new target launch date once confirmed,270,That means I have a better chance of making the next launch Win for me 🙌🏻,2021-06-24,"{'sentiment': '3 stars', 'confidence': 0.45664623379707336, 'score': 3}",3 stars,0.45664623379707336,3,"Transporter,PERSON",
